scan_id,scan_date,scan_time,data_date,code,name,market,symbol,grade,score,reasons,close,volume,vol_ratio,dif,dea,hist,ma5,ma10,ma20,ma60,bb_upper,bb_mid,bb_lower,bb_width,buy_note,stop_note,target_note,cond_macd_gc,cond_first_red,cond_ma5_ma10_gc,cond_above_ma60,cond_ma60_up,cond_vol_expand,cond_boll_breakout,cond_price_above_ma20,ret_3d,ret_5d,ret_10d,success_5d,type,open,high,low,aggressive_buy_price,pullback_buy_price,conservative_buy_price,wave_buy_price,sell_price_1,sell_price_2,stop_loss_short,stop_loss_wave,stop_loss_hard,support_1,support_2,support_3,resistance_1,resistance_2,recent_low_20,cond_close_above_recent_high,rsi14,cond_a1_ma20_up,cond_a1_above_ma60,cond_a1_macd_first_red,cond_a1_ma5_cross_ma10,cond_a1_breakout_20d,cond_a1_vol_expand,cond_a1_red_candle,cond_a2_ma60_up,cond_a2_bullish_alignment,cond_a2_pullback_to_ma,cond_a2_macd_positive,cond_a2_vol_shrink,cond_a2_higher_lows
2026-03-21_8050,2026-03-21,2026-03-21 11:28:56,2026-03-20,8050,廣積,上櫃,8050.TWO,C,5,股價站上20日線,41.8,291832,1.04,-0.2679,-0.407,0.1391,41.6,41.21,41.45,42.44,42.71,41.45,40.19,0.0607,積極買點 42.95、回踩買點 41.21、保守買點 41.45,短線停損 41.21、波段停損 41.45、嚴格停損 42.44,第一賣點 42.71、第二賣點 42.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.87,-2.75,-4.31,0.0,股票,42.0,42.35,41.7,42.95,41.21,41.45,42.44,42.71,42.95,41.21,41.45,42.44,41.21,41.45,42.44,42.71,42.95,40.1,0.0,,,,,,,,,,,,,,
2026-03-21_6695,2026-03-21,2026-03-21 11:28:51,2026-03-20,6695,芯鼎,上市,6695.TW,C,5,股價站上20日線,41.65,381631,1.01,-0.3983,-0.6581,0.2598,41.77,40.68,41.23,43.21,44.04,41.23,38.42,0.1363,積極買點 44.20、回踩買點 40.68、保守買點 41.23,短線停損 40.68、波段停損 41.23、嚴格停損 43.21,第一賣點 44.04、第二賣點 44.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.84,-8.52,0.0,股票,41.35,42.9,41.15,44.2,40.68,41.23,43.21,44.04,44.2,40.68,41.23,43.21,40.68,41.23,43.21,44.04,44.2,37.15,0.0,,,,,,,,,,,,,,
2026-03-21_2476,2026-03-21,2026-03-21 11:27:49,2026-03-20,2476,鉅祥,上市,2476.TW,C,5,股價站上20日線,84.0,2267538,0.99,-0.4271,-1.5159,1.0887,83.8,80.6,81.25,86.09,88.86,81.25,73.63,0.1875,積極買點 88.40、回踩買點 80.60、保守買點 81.25,短線停損 80.60、波段停損 81.25、嚴格停損 86.09,第一賣點 88.86、第二賣點 88.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,2.38,2.74,0.0,股票,85.6,87.0,83.9,88.4,80.6,81.25,86.09,88.86,88.4,80.6,81.25,86.09,80.6,81.25,86.09,88.86,88.4,72.2,0.0,,,,,,,,,,,,,,
2026-03-21_6203,2026-03-21,2026-03-21 11:28:40,2026-03-20,6203,海韻電,上櫃,6203.TWO,C,5,股價站上20日線,66.7,110825,0.92,-0.2735,-0.5236,0.2502,66.24,65.05,66.31,67.08,70.39,66.31,62.24,0.123,積極買點 70.50、回踩買點 65.05、保守買點 66.31,短線停損 65.05、波段停損 66.31、嚴格停損 67.08,第一賣點 70.39、第二賣點 70.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3,0.3,-0.0,0.0,股票,65.6,67.3,65.6,70.5,65.05,66.31,67.08,70.39,70.5,65.05,66.31,67.08,65.05,66.31,67.08,70.39,70.5,60.4,0.0,,,,,,,,,,,,,,
2026-03-21_5202,2026-03-21,2026-03-21 11:28:30,2026-03-20,5202,力新,上櫃,5202.TWO,C,5,股價站上20日線,14.5,199371,0.85,-0.2098,-0.3139,0.1041,14.58,14.39,14.39,15.49,15.07,14.39,13.71,0.0943,積極買點 15.30、回踩買點 14.39、保守買點 14.39,短線停損 14.39、波段停損 14.39、嚴格停損 15.49,第一賣點 15.07、第二賣點 15.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.45,-6.21,-12.76,0.0,股票,14.45,14.65,14.2,15.3,14.39,14.39,15.49,15.07,15.3,14.39,14.39,15.49,14.39,14.39,15.49,15.07,15.3,13.7,0.0,,,,,,,,,,,,,,
2026-03-21_3546,2026-03-21,2026-03-21 11:28:13,2026-03-20,3546,宇峻,上櫃,3546.TWO,C,5,股價站上20日線,72.0,120642,0.78,-0.4019,-1.248,0.8461,72.24,70.17,69.02,74.54,73.27,69.02,64.76,0.1233,積極買點 73.50、回踩買點 70.17、保守買點 69.02,短線停損 70.17、波段停損 69.02、嚴格停損 74.54,第一賣點 73.27、第二賣點 73.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.94,0.14,-3.19,0.0,股票,71.6,72.1,70.7,73.5,70.17,69.02,74.54,73.27,73.5,70.17,69.02,74.54,70.17,69.02,74.54,73.27,73.5,65.2,0.0,,,,,,,,,,,,,,
2026-03-21_2466,2026-03-21,2026-03-21 11:27:49,2026-03-20,2466,冠西電,上市,2466.TW,C,5,股價站上20日線,52.2,410309,0.64,-2.1488,-3.08,0.9313,49.21,47.32,49.59,58.8,56.89,49.59,42.3,0.2943,積極買點 57.60、回踩買點 47.32、保守買點 49.59,短線停損 47.32、波段停損 49.59、嚴格停損 58.80,第一賣點 56.89、第二賣點 57.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,-6.99,4.02,0.0,股票,54.4,54.9,51.7,57.6,47.32,49.59,58.8,56.89,57.6,47.32,49.59,58.8,47.32,49.59,58.8,56.89,57.6,41.8,0.0,,,,,,,,,,,,,,
2026-03-21_3492,2026-03-21,2026-03-21 11:28:11,2026-03-20,3492,長盛,上櫃,3492.TWO,C,5,股價站上20日線,24.2,46482,0.42,-0.0305,-0.1714,0.1409,24.62,24.42,23.98,25.09,25.87,23.98,22.09,0.1573,積極買點 26.50、回踩買點 24.42、保守買點 23.98,短線停損 24.42、波段停損 23.98、嚴格停損 25.09,第一賣點 25.87、第二賣點 26.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.62,-2.48,0.21,0.0,股票,24.3,24.5,24.15,26.5,24.42,23.98,25.09,25.87,26.5,24.42,23.98,25.09,24.42,23.98,25.09,25.87,26.5,22.0,0.0,,,,,,,,,,,,,,
2026-03-21_1777,2026-03-21,2026-03-21 11:27:40,2026-03-20,1777,生泰,上櫃,1777.TWO,C,5,股價站上20日線,72.2,4001,0.29,-0.0433,-0.1751,0.1318,72.18,71.87,71.95,72.55,73.59,71.95,70.31,0.0457,積極買點 74.00、回踩買點 71.87、保守買點 71.95,短線停損 71.87、波段停損 71.95、嚴格停損 72.55,第一賣點 73.59、第二賣點 74.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,-0.14,-0.0,0.0,股票,72.7,72.7,72.2,74.0,71.87,71.95,72.55,73.59,74.0,71.87,71.95,72.55,71.87,71.95,72.55,73.59,74.0,70.0,0.0,,,,,,,,,,,,,,
2026-03-21_4528,2026-03-21,2026-03-21 11:28:23,2026-03-20,4528,江興鍛,上櫃,4528.TWO,-,22,季線向上、量增,17.9,60246,2.78,-0.1581,-0.0913,-0.0668,18.58,18.56,18.74,18.44,19.56,18.74,17.92,0.088,積極買點 19.95、回踩買點 18.56、保守買點 18.74,短線停損 18.56、波段停損 18.74、嚴格停損 18.44,第一賣點 19.56、第二賣點 19.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.23,-0.56,-1.68,0.0,股票,18.5,18.5,17.9,19.95,18.56,18.74,18.74,19.56,19.95,18.56,18.74,18.44,18.56,18.74,18.44,19.56,19.95,17.9,0.0,,,,,,,,,,,,,,
2026-03-21_4961,2026-03-21,2026-03-21 11:28:28,2026-03-20,4961,天鈺,上市,4961.TW,-,22,季線向上、量增,145.0,2255642,2.62,-1.1208,-0.9536,-0.1672,142.6,143.95,145.12,146.32,151.97,145.12,138.28,0.0943,積極買點 154.50、回踩買點 143.95、保守買點 145.12,短線停損 143.95、波段停損 145.12、嚴格停損 146.32,第一賣點 151.97、第二賣點 154.50,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.41,-0.69,2.41,0.0,股票,141.5,145.0,139.5,154.5,143.95,145.12,146.32,151.97,154.5,143.95,145.12,146.32,143.95,145.12,146.32,151.97,154.5,138.0,0.0,,,,,,,,,,,,,,
2026-03-21_2303,2026-03-21,2026-03-21 11:27:44,2026-03-20,2303,聯電,上市,2303.TW,-,22,季線向上、量增,57.8,81155833,1.2,-0.6681,-0.1186,-0.5495,59.76,60.12,61.88,58.94,66.73,61.88,57.02,0.157,積極買點 69.50、回踩買點 60.12、保守買點 61.88,短線停損 60.12、波段停損 61.88、嚴格停損 58.94,第一賣點 66.73、第二賣點 69.50,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.25,-0.0,0.87,0.0,股票,58.5,59.0,57.7,69.5,60.12,61.88,61.88,66.73,69.5,60.12,61.88,58.94,60.12,61.88,58.94,66.73,69.5,57.2,0.0,,,,,,,,,,,,,,
2026-03-21_4306,2026-03-21,2026-03-21 11:28:22,2026-03-20,4306,炎洲,上市,4306.TW,-,18,5日/10日黃金交叉,13.4,1401980,0.97,-0.0852,-0.1034,0.0182,13.4,13.35,13.45,13.81,13.81,13.45,13.08,0.0543,積極買點 14.35、回踩買點 13.35、保守買點 13.45,短線停損 13.35、波段停損 13.45、嚴格停損 13.81,第一賣點 13.81、第二賣點 14.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37,2.99,1.12,0.0,股票,13.6,13.65,13.4,14.35,13.35,13.45,13.81,13.81,14.35,13.35,13.45,13.81,13.35,13.45,13.81,13.81,14.35,13.0,0.0,,,,,,,,,,,,,,
2026-03-21_1268,2026-03-21,2026-03-21 11:27:32,2026-03-20,1268,漢來美食,上櫃,1268.TWO,-,18,5日/10日黃金交叉,158.5,16617,0.85,-0.5422,-0.3932,-0.149,158.7,158.65,159.62,160.02,161.99,159.62,157.26,0.0296,積極買點 162.50、回踩買點 158.65、保守買點 159.62,短線停損 158.65、波段停損 159.62、嚴格停損 160.02,第一賣點 161.99、第二賣點 162.50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.63,-1.26,-0.95,0.0,股票,157.0,158.5,156.5,162.5,158.65,159.62,160.02,161.99,162.5,158.65,159.62,160.02,158.65,159.62,160.02,161.99,162.5,155.5,0.0,,,,,,,,,,,,,,
2026-03-21_4716,2026-03-21,2026-03-21 11:28:25,2026-03-20,4716,大立,上櫃,4716.TWO,-,18,5日/10日黃金交叉,14.35,199455,0.46,-0.246,-0.2803,0.0343,14.49,14.42,14.65,15.52,15.35,14.65,13.96,0.095,積極買點 15.50、回踩買點 14.42、保守買點 14.65,短線停損 14.42、波段停損 14.65、嚴格停損 15.52,第一賣點 15.35、第二賣點 15.50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.7,-2.09,0.0,股票,14.75,14.75,14.35,15.5,14.42,14.65,15.52,15.35,15.5,14.42,14.65,15.52,14.42,14.65,15.52,15.35,15.5,14.0,0.0,,,,,,,,,,,,,,
2026-03-21_3041,2026-03-21,2026-03-21 11:27:59,2026-03-20,3041,揚智,上市,3041.TW,-,12,量增,23.45,4456058,3.15,-0.4795,-0.5797,0.1002,23.67,23.42,23.83,25.1,25.6,23.83,22.06,0.1484,積極買點 25.75、回踩買點 23.42、保守買點 23.83,短線停損 23.42、波段停損 23.83、嚴格停損 25.10,第一賣點 25.60、第二賣點 25.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.64,-2.77,-7.04,0.0,股票,24.3,24.6,23.45,25.75,23.42,23.83,25.1,25.6,25.75,23.42,23.83,25.1,23.42,23.83,25.1,25.6,25.75,21.9,0.0,,,,,,,,,,,,,,
2026-03-21_4192,2026-03-21,2026-03-21 11:28:22,2026-03-20,4192,杏國,上櫃,4192.TWO,-,12,量增,20.5,24715,2.28,-0.638,-0.7069,0.069,20.59,20.77,21.03,23.18,22.41,21.03,19.65,0.1308,積極買點 22.35、回踩買點 20.77、保守買點 21.03,短線停損 20.77、波段停損 21.03、嚴格停損 23.18,第一賣點 22.41、第二賣點 22.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.44,-1.22,-0.24,0.0,股票,20.0,20.5,20.0,22.35,20.77,21.03,23.18,22.41,22.35,20.77,21.03,23.18,20.77,21.03,23.18,22.41,22.35,19.5,0.0,,,,,,,,,,,,,,
2026-03-21_6169,2026-03-21,2026-03-21 11:28:39,2026-03-20,6169,昱泉,上櫃,6169.TWO,-,12,量增,17.0,38580,2.17,-0.3595,-0.4433,0.0838,17.02,16.88,17.05,18.4,17.6,17.05,16.49,0.0654,積極買點 18.10、回踩買點 16.88、保守買點 17.05,短線停損 16.88、波段停損 17.05、嚴格停損 18.40,第一賣點 17.60、第二賣點 18.10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.76,-0.88,-3.53,0.0,股票,16.95,17.05,16.95,18.1,16.88,17.05,18.4,17.6,18.1,16.88,17.05,18.4,16.88,17.05,18.4,17.6,18.1,16.35,0.0,,,,,,,,,,,,,,
2026-03-21_4183,2026-03-21,2026-03-21 11:28:22,2026-03-20,4183,福永生技,上櫃,4183.TWO,-,12,量增,16.05,13025,1.97,-0.0723,-0.0759,0.0036,16.02,16.08,16.11,16.38,16.37,16.11,15.86,0.0319,積極買點 16.50、回踩買點 16.08、保守買點 16.11,短線停損 16.08、波段停損 16.11、嚴格停損 16.38,第一賣點 16.37、第二賣點 16.50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.74,-0.31,-2.49,0.0,股票,16.05,16.2,16.05,16.5,16.08,16.11,16.38,16.37,16.5,16.08,16.11,16.38,16.08,16.11,16.38,16.37,16.5,15.2,0.0,,,,,,,,,,,,,,
2026-03-21_1235,2026-03-21,2026-03-21 11:27:32,2026-03-20,1235,興泰,上市,1235.TW,-,12,量增,39.75,51412,1.9,-1.6557,-1.4008,-0.2549,36.95,37.47,40.8,43.03,48.38,40.8,33.22,0.3718,積極買點 47.80、回踩買點 37.47、保守買點 40.80,短線停損 37.47、波段停損 40.80、嚴格停損 43.03,第一賣點 48.38、第二賣點 47.80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.64,-0.5,-5.66,0.0,股票,36.0,39.75,35.9,47.8,37.47,40.8,43.03,48.38,47.8,37.47,40.8,43.03,37.47,40.8,43.03,48.38,47.8,35.5,0.0,,,,,,,,,,,,,,
2026-03-21_8101,2026-03-21,2026-03-21 11:28:57,2026-03-20,8101,華冠,上市,8101.TW,-,12,量增,14.15,13424,1.84,-0.3199,-0.2348,-0.0851,14.52,14.81,15.12,15.65,16.23,15.12,14.0,0.1477,積極買點 16.25、回踩買點 14.81、保守買點 15.12,短線停損 14.81、波段停損 15.12、嚴格停損 15.65,第一賣點 16.23、第二賣點 16.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.12,-3.18,2.47,0.0,股票,14.25,14.25,14.0,16.25,14.81,15.12,15.65,16.23,16.25,14.81,15.12,15.65,14.81,15.12,15.65,16.23,16.25,13.55,0.0,,,,,,,,,,,,,,
2026-03-21_3646,2026-03-21,2026-03-21 11:28:16,2026-03-20,3646,艾恩特,上櫃,3646.TWO,-,12,量增,24.3,31155,1.79,-0.1858,-0.1671,-0.0187,24.4,24.47,24.69,24.84,25.29,24.69,24.1,0.0481,積極買點 26.00、回踩買點 24.47、保守買點 24.69,短線停損 24.47、波段停損 24.69、嚴格停損 24.84,第一賣點 25.29、第二賣點 26.00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.21,-0.82,0.0,股票,24.4,24.4,23.95,26.0,24.47,24.69,24.84,25.29,26.0,24.47,24.69,24.84,24.47,24.69,24.84,25.29,26.0,23.55,0.0,,,,,,,,,,,,,,
2026-03-21_3625,2026-03-21,2026-03-21 11:28:16,2026-03-20,3625,西勝,上櫃,3625.TWO,-,12,量增,17.2,459070,1.58,-0.6188,-0.6774,0.0587,17.02,16.93,17.57,19.22,19.42,17.57,15.71,0.211,積極買點 19.50、回踩買點 16.93、保守買點 17.57,短線停損 16.93、波段停損 17.57、嚴格停損 19.22,第一賣點 19.42、第二賣點 19.50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.65,1.74,-6.69,0.0,股票,16.75,17.5,16.3,19.5,16.93,17.57,19.22,19.42,19.5,16.93,17.57,19.22,16.93,17.57,19.22,19.42,19.5,15.85,0.0,,,,,,,,,,,,,,
2026-03-21_1558,2026-03-21,2026-03-21 11:27:37,2026-03-20,1558,伸興,上市,1558.TW,-,12,量增,93.2,75192,1.57,-1.1009,-1.0701,-0.0308,94.16,93.99,95.67,98.64,100.17,95.67,91.17,0.0941,積極買點 102.00、回踩買點 93.99、保守買點 95.67,短線停損 93.99、波段停損 95.67、嚴格停損 98.64,第一賣點 100.17、第二賣點 102.00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.64,-0.75,-1.61,0.0,股票,93.4,94.7,93.1,102.0,93.99,95.67,98.64,100.17,102.0,93.99,95.67,98.64,93.99,95.67,98.64,100.17,102.0,92.9,0.0,,,,,,,,,,,,,,
2026-03-21_3231,2026-03-21,2026-03-21 11:28:03,2026-03-20,3231,緯創,上市,3231.TW,-,12,量增,130.0,64950210,1.44,-1.0904,-1.2851,0.1947,131.4,131.3,131.47,137.61,137.81,131.47,125.14,0.0964,積極買點 139.50、回踩買點 131.30、保守買點 131.47,短線停損 131.30、波段停損 131.47、嚴格停損 137.61,第一賣點 137.81、第二賣點 139.50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.54,-2.31,-5.0,0.0,股票,128.5,133.5,126.5,139.5,131.3,131.47,137.61,137.81,139.5,131.3,131.47,137.61,131.3,131.47,137.61,137.81,139.5,123.5,0.0,,,,,,,,,,,,,,
2026-03-21_1110,2026-03-21,2026-03-21 11:27:31,2026-03-20,1110,東泥,上市,1110.TW,-,12,量增,15.1,373290,1.41,-0.2262,-0.1606,-0.0655,15.54,15.7,15.98,16.23,16.82,15.98,15.13,0.1055,積極買點 16.70、回踩買點 15.70、保守買點 15.98,短線停損 15.70、波段停損 15.98、嚴格停損 16.23,第一賣點 16.82、第二賣點 16.70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,1.66,-4.3,0.0,股票,15.55,15.55,15.05,16.7,15.7,15.98,16.23,16.82,16.7,15.7,15.98,16.23,15.7,15.98,16.23,16.82,16.7,15.0,0.0,,,,,,,,,,,,,,
2026-03-21_5876,2026-03-21,2026-03-21 11:28:36,2026-03-20,5876,上海商銀,上市,5876.TW,-,12,量增,39.05,7198422,1.38,-0.1512,-0.1734,0.0222,39.29,39.22,39.41,39.88,40.64,39.41,38.18,0.0625,積極買點 40.85、回踩買點 39.22、保守買點 39.41,短線停損 39.22、波段停損 39.41、嚴格停損 39.88,第一賣點 40.64、第二賣點 40.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.28,1.15,0.9,0.0,股票,39.2,39.5,39.05,40.85,39.22,39.41,39.88,40.64,40.85,39.22,39.41,39.88,39.22,39.41,39.88,40.64,40.85,37.6,0.0,,,,,,,,,,,,,,
2026-03-21_6733,2026-03-21,2026-03-21 11:28:51,2026-03-20,6733,博晟生醫,上櫃,6733.TWO,-,12,量增,34.55,271009,1.38,-0.5945,-0.4972,-0.0973,35.01,35.41,35.97,37.22,37.64,35.97,34.3,0.0929,積極買點 37.90、回踩買點 35.41、保守買點 35.97,短線停損 35.41、波段停損 35.97、嚴格停損 37.22,第一賣點 37.64、第二賣點 37.90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.72,-1.74,-6.08,0.0,股票,34.75,34.95,34.5,37.9,35.41,35.97,37.22,37.64,37.9,35.41,35.97,37.22,35.41,35.97,37.22,37.64,37.9,34.5,0.0,,,,,,,,,,,,,,
2026-03-21_6558,2026-03-21,2026-03-21 11:28:47,2026-03-20,6558,興能高,上市,6558.TW,-,12,量增,29.3,531249,1.35,-1.5541,-1.6011,0.047,29.65,29.67,31.12,35.15,34.69,31.12,27.54,0.2296,積極買點 34.70、回踩買點 29.67、保守買點 31.12,短線停損 29.67、波段停損 31.12、嚴格停損 35.15,第一賣點 34.69、第二賣點 34.70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.71,-0.68,-7.85,0.0,股票,29.5,30.25,28.75,34.7,29.67,31.12,35.15,34.69,34.7,29.67,31.12,35.15,29.67,31.12,35.15,34.69,34.7,28.05,0.0,,,,,,,,,,,,,,
2026-03-21_1259,2026-03-21,2026-03-21 11:27:32,2026-03-20,1259,安心,上櫃,1259.TWO,-,12,量增,59.2,5682,1.3,-0.2527,-0.0322,-0.2205,60.64,61.46,61.28,61.45,63.75,61.28,58.81,0.0807,積極買點 66.00、回踩買點 61.46、保守買點 61.28,短線停損 61.46、波段停損 61.28、嚴格停損 61.45,第一賣點 63.75、第二賣點 66.00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.68,0.34,-0.84,0.0,股票,59.6,59.6,59.1,66.0,61.46,61.28,61.45,63.75,66.0,61.46,61.28,61.45,61.46,61.28,61.45,63.75,66.0,59.1,0.0,,,,,,,,,,,,,,
2026-03-21_5604,2026-03-21,2026-03-21 11:28:35,2026-03-20,5604,中連,上櫃,5604.TWO,-,12,量增,34.5,27475,1.29,-0.7099,-0.6895,-0.0203,35.01,35.0,35.54,36.98,37.48,35.54,33.6,0.1092,積極買點 39.70、回踩買點 35.00、保守買點 35.54,短線停損 35.00、波段停損 35.54、嚴格停損 36.98,第一賣點 37.48、第二賣點 39.70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.87,0.29,0.0,股票,34.6,34.6,34.5,39.7,35.0,35.54,36.98,37.48,39.7,35.0,35.54,36.98,35.0,35.54,36.98,37.48,39.7,34.45,0.0,,,,,,,,,,,,,,
2026-03-21_2207,2026-03-21,2026-03-21 11:27:44,2026-03-20,2207,和泰車,上市,2207.TW,-,12,量增,496.0,687042,1.24,-13.0803,-10.9404,-2.1398,498.3,499.0,523.35,540.02,584.38,523.35,462.32,0.2332,積極買點 585.00、回踩買點 499.00、保守買點 523.35,短線停損 499.00、波段停損 523.35、嚴格停損 540.02,第一賣點 584.38、第二賣點 585.00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.3,-2.52,0.0,股票,483.5,496.0,480.5,585.0,499.0,523.35,540.02,584.38,585.0,499.0,523.35,540.02,499.0,523.35,540.02,584.38,585.0,480.0,0.0,,,,,,,,,,,,,,
2026-03-21_3002,2026-03-21,2026-03-21 11:27:57,2026-03-20,3002,歐格,上市,3002.TW,-,12,量增,20.15,329689,1.22,-0.5479,-0.5767,0.0287,20.55,20.44,21.06,23.02,22.55,21.06,19.57,0.1417,積極買點 22.80、回踩買點 20.44、保守買點 21.06,短線停損 20.44、波段停損 21.06、嚴格停損 23.02,第一賣點 22.55、第二賣點 22.80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.48,-5.96,-9.43,0.0,股票,20.3,20.4,19.95,22.8,20.44,21.06,23.02,22.55,22.8,20.44,21.06,23.02,20.44,21.06,23.02,22.55,22.8,19.7,0.0,,,,,,,,,,,,,,
2026-03-21_1590,2026-03-21,2026-03-21 11:27:37,2026-03-20,1590,亞德客-KY,上市,1590.TW,-,10,季線向上,981.0,723927,1.09,-29.6955,-15.3118,-14.3837,1004.8,1004.8,1083.4,1042.12,1265.36,1083.4,901.44,0.3359,積極買點 1275.00、回踩買點 1004.80、保守買點 1083.40,短線停損 1004.80、波段停損 1083.40、嚴格停損 1042.12,第一賣點 1265.36、第二賣點 1275.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.96,0.92,4.99,0.0,股票,974.0,984.0,966.0,1275.0,1004.8,1083.4,1083.4,1265.36,1275.0,1004.8,1083.4,1042.12,1004.8,1083.4,1042.12,1265.36,1275.0,943.0,0.0,,,,,,,,,,,,,,
2026-03-21_6126,2026-03-21,2026-03-21 11:28:37,2026-03-20,6126,信音,上櫃,6126.TWO,-,10,季線向上,32.85,1277041,1.07,-0.8864,-0.8392,-0.0472,32.96,32.67,34.4,34.52,40.21,34.4,28.59,0.3378,積極買點 40.50、回踩買點 32.67、保守買點 34.40,短線停損 32.67、波段停損 34.40、嚴格停損 34.52,第一賣點 40.21、第二賣點 40.50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.02,-6.85,-11.26,0.0,股票,33.9,34.15,32.7,40.5,32.67,34.4,34.52,40.21,40.5,32.67,34.4,34.52,32.67,34.4,34.52,40.21,40.5,29.25,0.0,,,,,,,,,,,,,,
2026-03-21_6654,2026-03-21,2026-03-21 11:28:48,2026-03-20,6654,天正國際,上櫃,6654.TWO,-,10,季線向上,91.0,15001,0.95,-0.1207,0.139,-0.2597,91.7,91.8,93.01,91.01,96.89,93.01,89.13,0.0834,積極買點 97.00、回踩買點 91.80、保守買點 93.01,短線停損 91.80、波段停損 93.01、嚴格停損 91.01,第一賣點 96.89、第二賣點 97.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.99,-2.42,0.0,股票,90.1,91.7,88.1,97.0,91.8,93.01,93.01,96.89,97.0,91.8,93.01,91.01,91.8,93.01,91.01,96.89,97.0,85.6,0.0,,,,,,,,,,,,,,
2026-03-21_0061,2026-03-21,2026-03-21 11:27:31,2026-03-20,61,元大寶滬深,上市,0061.TW,-,10,季線向上,23.37,411538,0.95,0.0078,0.0455,-0.0377,23.63,23.66,23.68,23.51,24.13,23.68,23.24,0.0376,積極買點 24.09、回踩買點 23.66、保守買點 23.68,短線停損 23.66、波段停損 23.68、嚴格停損 23.51,第一賣點 24.13、第二賣點 24.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.28,-0.73,-2.65,0.0,ETF,23.44,23.56,23.3,24.09,23.66,23.68,23.68,24.13,24.09,23.66,23.68,23.51,23.66,23.68,23.51,24.13,24.09,22.9,0.0,,,,,,,,,,,,,,
2026-03-21_1810,2026-03-21,2026-03-21 11:27:41,2026-03-20,1810,和成,上市,1810.TW,-,10,季線向上,17.9,707893,0.95,-0.2705,-0.2491,-0.0215,17.86,17.75,18.34,18.47,19.69,18.34,17.0,0.1466,積極買點 19.95、回踩買點 17.75、保守買點 18.34,短線停損 17.75、波段停損 18.34、嚴格停損 18.47,第一賣點 19.69、第二賣點 19.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.56,-1.68,-5.31,0.0,股票,17.75,18.15,17.7,19.95,17.75,18.34,18.47,19.69,19.95,17.75,18.34,18.47,17.75,18.34,18.47,19.69,19.95,17.2,0.0,,,,,,,,,,,,,,
