scan_id,scan_date,scan_time,data_date,code,name,market,symbol,grade,score,reasons,close,volume,vol_ratio,dif,dea,hist,ma5,ma10,ma20,ma60,bb_upper,bb_mid,bb_lower,bb_width,buy_note,stop_note,target_note,cond_macd_gc,cond_first_red,cond_ma5_ma10_gc,cond_above_ma60,cond_ma60_up,cond_vol_expand,cond_boll_breakout,cond_price_above_ma20,ret_3d,ret_5d,ret_10d,success_5d,type,open,high,low,aggressive_buy_price,pullback_buy_price,conservative_buy_price,wave_buy_price,sell_price_1,sell_price_2,stop_loss_short,stop_loss_wave,stop_loss_hard,support_1,support_2,support_3,resistance_1,resistance_2,recent_low_20,cond_close_above_recent_high,rsi14,cond_a1_ma20_up,cond_a1_above_ma60,cond_a1_macd_first_red,cond_a1_ma5_cross_ma10,cond_a1_breakout_20d,cond_a1_vol_expand,cond_a1_red_candle,cond_a2_ma60_up,cond_a2_bullish_alignment,cond_a2_pullback_to_ma,cond_a2_macd_positive,cond_a2_vol_shrink,cond_a2_higher_lows
2026-04-22_1815,2026-04-22,2026-04-22 09:10:58,2026-04-22,1815,富喬,上櫃,1815.TWO,A2,43,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(62.0)(+8)、布林擴張(+8)、週線站上MA20(+12),114.5,50442198,0.55,3.9948,3.2659,0.7289,118.8,116.5,109.57,104.14,126.53,109.57,92.61,0.3095,A2 回踩買點｜積極 116.50、回踩 109.57、保守 104.14,短線停損 109.57、波段停損 104.14、嚴格停損 104.14,第一賣點 126.53、第二賣點 135.97,,,,,,,,,-5.68,-3.49,,0.0,股票,119.0,120.5,113.0,116.5,109.57,104.14,,126.53,135.97,109.57,104.14,104.14,116.5,109.57,104.14,126.53,129.5,95.0,,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_2702,2026-04-22,2026-04-22 09:11:07,2026-04-22,2702,華園,上市,2702.TW,A2,43,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(68.6)(+8)、布林擴張(+8)、週線站上MA20(+12),16.0,370223,0.55,1.281,1.0645,0.2165,16.62,16.03,14.24,12.55,18.14,14.24,10.33,0.5482,A2 回踩買點｜積極 16.03、回踩 14.24、保守 12.55,短線停損 14.24、波段停損 12.55、嚴格停損 12.55,第一賣點 18.14、第二賣點 19.01,,,,,,,,,-4.37,-3.75,,0.0,股票,16.5,16.65,15.9,16.03,14.24,12.55,,18.14,19.01,14.24,12.55,12.55,16.03,14.24,12.55,18.14,18.1,10.95,,68.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_3380,2026-04-22,2026-04-22 09:11:15,2026-04-22,3380,明泰,上市,3380.TW,A2,43,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(65.0)(+8)、布林擴張(+8)、週線站上MA20(+12),40.0,3702322,0.46,1.4746,1.3827,0.092,40.8,40.06,38.3,35.39,42.92,38.3,33.69,0.2407,A2 回踩買點｜積極 40.06、回踩 38.30、保守 35.39,短線停損 38.30、波段停損 35.39、嚴格停損 35.39,第一賣點 42.92、第二賣點 46.15,,,,,,,,,-11.75,-15.0,,0.0,股票,40.55,40.55,39.8,40.06,38.3,35.39,,42.92,46.15,38.3,35.39,35.39,40.06,38.3,35.39,42.92,43.95,33.3,,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_3234,2026-04-22,2026-04-22 09:11:14,2026-04-22,3234,光環,上櫃,3234.TWO,A2,35,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),115.0,1679082,0.77,9.2842,8.4525,0.8317,116.6,115.75,102.71,82.56,130.63,102.71,74.79,0.5437,A2 回踩買點｜積極 115.75、回踩 102.71、保守 82.56,短線停損 102.71、波段停損 82.56、嚴格停損 82.56,第一賣點 130.63、第二賣點 131.78,,,,,,,,,-11.74,-7.39,,0.0,股票,119.0,119.0,115.0,115.75,102.71,82.56,,130.63,131.78,102.71,82.56,82.56,115.75,102.71,82.56,130.63,125.5,82.0,,71.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_2801,2026-04-22,2026-04-22 09:11:08,2026-04-22,2801,彰銀,上市,2801.TW,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),21.35,12131692,0.74,0.2187,0.1602,0.0585,21.47,21.33,20.97,20.75,21.76,20.97,20.18,0.0755,A2 回踩買點｜積極 21.33、回踩 20.97、保守 20.75,短線停損 20.97、波段停損 20.75、嚴格停損 20.75,第一賣點 21.76、第二賣點 22.84,,,,,,,,,-1.64,0.0,,0.0,股票,21.45,21.5,21.3,21.33,20.97,20.75,,21.76,22.84,20.97,20.75,20.75,21.33,20.97,20.75,21.76,21.75,20.25,,74.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_2450,2026-04-22,2026-04-22 09:11:04,2026-04-22,2450,神腦,上市,2450.TW,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),30.1,92039,0.46,0.2394,0.1715,0.0679,30.23,30.09,29.63,29.41,30.59,29.63,28.68,0.0643,A2 回踩買點｜積極 30.09、回踩 29.63、保守 29.41,短線停損 29.63、波段停損 29.41、嚴格停損 29.41,第一賣點 30.59、第二賣點 32.13,,,,,,,,,-1.33,-0.17,,0.0,股票,30.3,30.3,30.0,30.09,29.63,29.41,,30.59,32.13,29.63,29.41,29.41,30.09,29.63,29.41,30.59,30.6,28.85,,75.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_6168,2026-04-22,2026-04-22 09:11:34,2026-04-22,6168,宏齊,上市,6168.TW,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(69.3)(+8)、週線站上MA20(+12),27.75,5810941,0.39,1.5761,1.5249,0.0513,28.55,27.8,26.51,22.88,30.15,26.51,22.86,0.2751,A2 回踩買點｜積極 27.80、回踩 26.51、保守 22.88,短線停損 26.51、波段停損 22.88、嚴格停損 22.88,第一賣點 30.15、第二賣點 32.34,,,,,,,,,-13.33,-2.88,,0.0,股票,28.25,28.85,27.75,27.8,26.51,22.88,,30.15,32.34,26.51,22.88,22.88,27.8,26.51,22.88,30.15,30.8,22.7,,69.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_4551,2026-04-22,2026-04-22 09:11:23,2026-04-22,4551,智伸科,上市,4551.TW,A2,27,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、週線站上MA20(+12),139.0,311822,0.53,4.0383,3.7834,0.2549,140.7,138.45,134.93,126.2,143.32,134.93,126.53,0.1245,A2 回踩買點｜積極 138.45、回踩 134.93、保守 126.20,短線停損 134.93、波段停損 126.20、嚴格停損 126.20,第一賣點 143.32、第二賣點 152.78,,,,,,,,,-7.55,-5.04,,0.0,股票,141.5,141.5,138.0,138.45,134.93,126.2,,143.32,152.78,134.93,126.2,126.2,138.45,134.93,126.2,143.32,145.5,127.0,,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_3669,2026-04-22,2026-04-22 09:11:19,2026-04-22,3669,圓展,上市,3669.TW,A2,20,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、布林擴張(+8)、週線站上MA20(+12),39.2,121540,0.84,1.4057,1.1045,0.3012,39.3,39.16,36.4,35.83,42.23,36.4,30.57,0.3205,A2 回踩買點｜積極 39.16、回踩 36.40、保守 35.83,短線停損 36.40、波段停損 35.83、嚴格停損 35.83,第一賣點 42.23、第二賣點 43.68,,,,,,,,,-5.99,-0.38,,0.0,股票,39.25,39.45,39.0,39.16,36.4,35.83,,42.23,43.68,36.4,35.83,35.83,39.16,36.4,35.83,42.23,41.6,31.9,,80.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_3090,2026-04-22,2026-04-22 09:11:12,2026-04-22,3090,日電貿,上市,3090.TW,A2,20,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、布林擴張(+8)、週線站上MA20(+12),105.5,4130981,0.58,3.6449,2.6224,1.0225,107.9,105.64,99.13,96.81,113.15,99.13,85.11,0.283,A2 回踩買點｜積極 105.64、回踩 99.13、保守 96.81,短線停損 99.13、波段停損 96.81、嚴格停損 96.81,第一賣點 113.15、第二賣點 120.23,,,,,,,,,-9.1,-6.73,,0.0,股票,108.5,108.5,104.5,105.64,99.13,96.81,,113.15,120.23,99.13,96.81,96.81,105.64,99.13,96.81,113.15,114.5,90.2,,79.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-22_1760,2026-04-22,2026-04-22 09:10:57,2026-04-22,1760,寶齡富錦,上市,1760.TW,A2,20,MA20向上、站上季線、MA5穿MA10、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、RSI健康區(63.3)(+8)、週線站上MA20(+12),64.6,102098,0.46,0.5912,0.544,0.0472,64.76,64.28,64.01,63.17,65.58,64.01,62.44,0.049,A2 回踩買點｜積極 64.28、回踩 64.01、保守 63.17,短線停損 64.01、波段停損 63.17、嚴格停損 63.17,第一賣點 65.58、第二賣點 69.83,,,,,,,,,-1.7,5.88,,1.0,股票,65.0,65.0,64.0,64.28,64.01,63.17,,65.58,69.83,64.01,63.17,63.17,64.28,64.01,63.17,65.58,66.5,62.1,,63.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_5543,2026-04-23,2026-04-23 09:18:13,2026-04-23,5543,桓鼎-KY,上櫃,5543.TWO,A1,38,MA20向上、站上季線、MACD第1紅柱、MA5穿MA10、突破20日高點、量增1.5倍、收紅K、MACD紅柱中、底部墊高、量比≥2倍(+10)、RSI健康區(64.7)(+8)、布林擴張(+8)、週線站上MA20(+12),29.5,75528,2.01,0.1279,-0.1007,0.2286,27.64,27.31,27.47,28.05,29.18,27.47,25.77,0.1242,A1 突破進場｜積極 29.50、回踩 27.31、保守 27.47,短線停損 27.31、波段停損 27.47、嚴格停損 28.05,第一賣點 29.18、第二賣點 32.71,,,,,,,,,-2.37,0.85,,0.0,股票,29.0,31.15,28.0,29.5,27.31,27.47,,29.18,32.71,27.31,27.47,28.05,27.31,27.47,28.05,29.18,31.15,25.5,,64.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2026-04-23_6165,2026-04-23,2026-04-23 09:18:16,2026-04-23,6165,浪凡,上市,6165.TW,A1,30,MA20向上、站上季線、MACD第1紅柱、MA5穿MA10、突破20日高點、量增1.5倍、收紅K、均線多頭排列、MACD紅柱中、底部墊高、量比≥2倍(+10)、布林擴張(+8)、週線站上MA20(+12),50.1,2363529,2.12,0.7889,0.367,0.4219,47.93,46.52,46.2,44.67,49.25,46.2,43.15,0.132,A1 突破進場｜積極 50.10、回踩 46.52、保守 46.20,短線停損 46.52、波段停損 46.20、嚴格停損 44.67,第一賣點 49.25、第二賣點 54.08,,,,,,,,,0.8,5.99,,1.0,股票,49.1,51.5,48.75,50.1,46.52,46.2,,49.25,54.08,46.52,46.2,44.67,46.52,46.2,44.67,49.25,51.5,44.4,,79.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2026-04-23_3592,2026-04-23,2026-04-23 09:18:01,2026-04-23,3592,瑞鼎,上市,3592.TW,A2,43,MA20向上、站上季線、突破20日高點、量增1.5倍、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(58.3)(+8)、布林擴張(+8)、週線站上MA20(+12),236.5,2012793,1.48,5.638,3.5445,2.0935,241.9,235.85,228.53,226.56,247.34,228.53,209.71,0.1647,A2 回踩買點｜積極 235.85、回踩 228.53、保守 226.56,短線停損 228.53、波段停損 226.56、嚴格停損 226.56,第一賣點 247.34、第二賣點 272.48,,,,,,,,,1.27,-0.63,,0.0,股票,256.5,258.0,231.0,235.85,228.53,226.56,,247.34,272.48,228.53,226.56,226.56,235.85,228.53,226.56,247.34,259.5,211.0,,58.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_2458,2026-04-23,2026-04-23 09:17:47,2026-04-23,2458,義隆,上市,2458.TW,A2,43,MA20向上、站上季線、突破20日高點、量增1.5倍、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(61.6)(+8)、布林擴張(+8)、週線站上MA20(+12),136.0,5718465,1.24,2.227,1.7567,0.4703,137.2,136.25,132.05,127.46,142.69,132.05,121.41,0.1612,A2 回踩買點｜積極 136.25、回踩 132.05、保守 127.46,短線停損 132.05、波段停損 127.46、嚴格停損 127.46,第一賣點 142.69、第二賣點 152.25,,,,,,,,,0.37,0.37,,0.0,股票,142.5,145.0,134.5,136.25,132.05,127.46,,142.69,152.25,132.05,127.46,127.46,136.25,132.05,127.46,142.69,145.0,121.0,,61.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_3406,2026-04-23,2026-04-23 09:17:58,2026-04-23,3406,玉晶光,上市,3406.TW,A2,43,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(66.0)(+8)、布林擴張(+8)、週線站上MA20(+12),510.0,2627737,0.9,22.4992,17.3871,5.1121,523.6,509.25,478.43,454.29,549.96,478.43,406.89,0.2991,A2 回踩買點｜積極 509.25、回踩 478.43、保守 454.29,短線停損 478.43、波段停損 454.29、嚴格停損 454.29,第一賣點 549.96、第二賣點 586.95,,,,,,,,,-1.96,-0.2,,0.0,股票,543.0,545.0,494.5,509.25,478.43,454.29,,549.96,586.95,478.43,454.29,454.29,509.25,478.43,454.29,549.96,559.0,434.0,,66.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_4995,2026-04-23,2026-04-23 09:18:09,2026-04-23,4995,晶達,上櫃,4995.TWO,A2,43,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(60.0)(+8)、布林擴張(+8)、週線站上MA20(+12),42.05,33762,0.61,0.4852,0.3295,0.1556,42.88,42.26,41.56,41.16,43.38,41.56,39.73,0.0878,A2 回踩買點｜積極 42.26、回踩 41.56、保守 41.16,短線停損 41.56、波段停損 41.16、嚴格停損 41.16,第一賣點 43.38、第二賣點 46.10,,,,,,,,,0.12,0.95,,0.0,股票,43.0,43.0,42.0,42.26,41.56,41.16,,43.38,46.1,41.56,41.16,41.16,42.26,41.56,41.16,43.38,43.9,40.5,,60.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_2412,2026-04-23,2026-04-23 09:17:46,2026-04-23,2412,中華電,上市,2412.TW,A2,43,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(64.3)(+8)、布林擴張(+8)、週線站上MA20(+12),136.0,5425151,0.54,0.5005,0.3192,0.1812,136.8,136.1,135.12,134.75,137.59,135.12,132.66,0.0365,A2 回踩買點｜積極 136.10、回踩 135.12、保守 134.75,短線停損 135.12、波段停損 134.75、嚴格停損 134.75,第一賣點 137.59、第二賣點 144.90,,,,,,,,,0.74,0.0,,0.0,股票,136.0,136.5,135.5,136.1,135.12,134.75,,137.59,144.9,135.12,134.75,134.75,136.1,135.12,134.75,137.59,138.0,133.0,,64.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_2105,2026-04-23,2026-04-23 09:17:42,2026-04-23,2105,正新,上市,2105.TW,A2,35,MA20向上、站上季線、突破20日高點、量增1.5倍、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(56.5)(+8)、週線站上MA20(+12),32.55,18186025,1.24,0.6667,0.603,0.0637,32.8,32.53,31.81,30.8,33.63,31.81,29.99,0.1146,A2 回踩買點｜積極 32.53、回踩 31.81、保守 30.80,短線停損 31.81、波段停損 30.80、嚴格停損 30.80,第一賣點 33.63、第二賣點 35.28,,,,,,,,,-3.69,-4.15,,0.0,股票,32.6,32.85,32.0,32.53,31.81,30.8,,33.63,35.28,31.81,30.8,30.8,32.53,31.81,30.8,33.63,33.6,29.65,,56.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_1717,2026-04-23,2026-04-23 09:17:39,2026-04-23,1717,長興,上市,1717.TW,A2,35,MA20向上、站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),78.8,109056026,1.07,5.1062,4.4254,0.6808,80.64,80.08,71.42,65.35,89.94,71.42,52.89,0.5188,A2 回踩買點｜積極 80.08、回踩 71.42、保守 65.35,短線停損 71.42、波段停損 65.35、嚴格停損 65.35,第一賣點 89.94、第二賣點 93.24,,,,,,,,,-3.17,0.13,,0.0,股票,84.3,87.8,76.4,80.08,71.42,65.35,,89.94,93.24,71.42,65.35,65.35,80.08,71.42,65.35,89.94,88.8,57.5,,73.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_2467,2026-04-23,2026-04-23 09:17:47,2026-04-23,2467,志聖,上市,2467.TW,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(68.9)(+8)、週線站上MA20(+12),538.0,694894,0.92,53.1093,49.0531,4.0562,563.0,547.9,483.12,366.71,623.13,483.12,343.12,0.5796,A2 回踩買點｜積極 547.90、回踩 483.12、保守 366.71,短線停損 483.12、波段停損 366.71、嚴格停損 366.71,第一賣點 623.13、第二賣點 642.60,,,,,,,,,1.3,13.2,,1.0,股票,600.0,600.0,538.0,547.9,483.12,366.71,,623.13,642.6,483.12,366.71,366.71,547.9,483.12,366.71,623.13,612.0,380.0,,68.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_1591,2026-04-23,2026-04-23 09:17:38,2026-04-23,1591,駿吉-KY,上櫃,1591.TWO,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),59.8,1078437,0.84,4.7977,3.3106,1.4871,62.22,59.79,50.78,48.83,69.92,50.78,31.64,0.7539,A2 回踩買點｜積極 59.79、回踩 50.78、保守 48.83,短線停損 50.78、波段停損 48.83、嚴格停損 48.83,第一賣點 69.92、第二賣點 73.18,,,,,,,,,3.01,8.53,,1.0,股票,64.4,64.4,57.9,59.79,50.78,48.83,,69.92,73.18,50.78,48.83,48.83,59.79,50.78,48.83,69.92,69.7,38.0,,76.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_3045,2026-04-23,2026-04-23 09:17:54,2026-04-23,3045,台灣大,上市,3045.TW,A2,35,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、布林擴張(+8)、週線站上MA20(+12),112.0,11128375,0.64,1.1572,0.9206,0.2366,112.9,111.45,110.4,108.28,113.43,110.4,107.37,0.0548,A2 回踩買點｜積極 111.45、回踩 110.40、保守 108.28,短線停損 110.40、波段停損 108.28、嚴格停損 108.28,第一賣點 113.43、第二賣點 121.28,,,,,,,,,-0.89,-0.45,,0.0,股票,112.0,112.5,111.0,111.45,110.4,108.28,,113.43,121.28,110.4,108.28,108.28,111.45,110.4,108.28,113.43,115.5,108.5,,72.7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_3049,2026-04-23,2026-04-23 09:17:54,2026-04-23,3049,精金,上市,3049.TW,A2,35,站上季線、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(54.5)(+8)、週線站上MA20(+12),12.4,11626170,0.58,0.1857,0.1504,0.0353,13.43,12.73,12.41,11.67,14.32,12.41,10.51,0.3065,A2 回踩買點｜積極 12.73、回踩 12.41、保守 11.67,短線停損 12.41、波段停損 11.67、嚴格停損 11.67,第一賣點 14.32、第二賣點 15.54,,,,,,,,,6.05,-1.61,,0.0,股票,13.25,13.4,12.05,12.73,12.41,11.67,,14.32,15.54,12.41,11.67,11.67,12.73,12.41,11.67,14.32,14.8,10.9,,54.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-23_1725,2026-04-23,2026-04-23 09:17:40,2026-04-23,1725,元禎,上市,1725.TW,A2,20,站上季線、MACD第1紅柱、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、RSI健康區(57.0)(+8)、週線站上MA20(+12),31.35,483673,0.75,0.5971,0.4804,0.1167,32.12,31.55,30.95,29.58,33.6,30.95,28.31,0.1708,A2 回踩買點｜積極 31.55、回踩 30.95、保守 29.58,短線停損 30.95、波段停損 29.58、嚴格停損 29.58,第一賣點 33.60、第二賣點 37.49,,,,,,,,,0.16,-1.12,,0.0,股票,33.65,33.65,30.8,31.55,30.95,29.58,,33.6,37.49,30.95,29.58,29.58,31.55,30.95,29.58,33.6,35.7,28.35,,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-24_2542,2026-04-24,2026-04-24 09:22:17,2026-04-24,2542,興富發,上市,2542.TW,A1,30,MA20向上、站上季線、MACD第1紅柱、MA5穿MA10、突破20日高點、量增1.5倍、收紅K、MACD紅柱中、量比≥2倍(+10)、布林擴張(+8)、週線站上MA20(+12),39.15,55428179,2.87,-0.0197,-0.3289,0.3092,35.74,35.68,35.69,36.73,38.06,35.69,33.32,0.1329,A1 突破進場｜積極 39.15、回踩 35.68、保守 35.69,短線停損 35.68、波段停損 35.69、嚴格停損 36.73,第一賣點 38.06、第二賣點 41.79,,,,,,,,,3.7,,,,股票,37.8,39.8,37.0,39.15,35.68,35.69,,38.06,41.79,35.68,35.69,36.73,35.68,35.69,36.73,38.06,39.8,33.7,,70.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-04-24_4739,2026-04-24,2026-04-24 09:22:36,2026-04-24,4739,康普,上市,4739.TW,A2,43,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(67.6)(+8)、布林擴張(+8)、週線站上MA20(+12),90.5,10583589,1.1,4.4196,3.6838,0.7357,94.24,91.58,85.99,78.17,99.25,85.99,72.72,0.3085,A2 回踩買點｜積極 91.58、回踩 85.99、保守 78.17,短線停損 85.99、波段停損 78.17、嚴格停損 78.17,第一賣點 99.25、第二賣點 109.73,,,,,,,,,-5.86,,,,股票,99.2,99.2,90.5,91.58,85.99,78.17,,99.25,109.73,85.99,78.17,78.17,91.58,85.99,78.17,99.25,104.5,74.9,,67.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-24_2458,2026-04-24,2026-04-24 09:22:15,2026-04-24,2458,義隆,上市,2458.TW,A2,43,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(69.7)(+8)、布林擴張(+8)、週線站上MA20(+12),136.5,4342192,0.89,2.1501,1.8354,0.3147,136.9,136.85,132.12,127.81,142.87,132.12,121.38,0.1627,A2 回踩買點｜積極 136.85、回踩 132.12、保守 127.81,短線停損 132.12、波段停損 127.81、嚴格停損 127.81,第一賣點 142.87、第二賣點 152.25,,,,,,,,,-1.83,,,,股票,137.0,140.0,135.5,136.85,132.12,127.81,,142.87,152.25,132.12,127.81,127.81,136.85,132.12,127.81,142.87,145.0,121.0,,69.7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-24_5464,2026-04-24,2026-04-24 09:22:42,2026-04-24,5464,霖宏,上櫃,5464.TWO,A2,43,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(69.7)(+8)、布林擴張(+8)、週線站上MA20(+12),30.95,492930,0.85,1.0968,0.8983,0.1986,31.89,30.86,29.54,27.66,32.65,29.54,26.43,0.2106,A2 回踩買點｜積極 30.86、回踩 29.54、保守 27.66,短線停損 29.54、波段停損 27.66、嚴格停損 27.66,第一賣點 32.65、第二賣點 34.60,,,,,,,,,2.75,,,,股票,31.4,31.9,29.95,30.86,29.54,27.66,,32.65,34.6,29.54,27.66,27.66,30.86,29.54,27.66,32.65,32.95,27.2,,69.7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-24_3701,2026-04-24,2026-04-24 09:22:31,2026-04-24,3701,大眾控,上市,3701.TW,A2,43,MA20向上、站上季線、突破20日高點、季線向上、均線多頭排列、回踩均線、MACD紅柱中、縮量回踩、底部墊高、季線持續上揚(+15)、RSI健康區(63.8)(+8)、布林擴張(+8)、週線站上MA20(+12),65.4,16998104,0.84,3.1831,2.0665,1.1166,70.72,66.62,61.61,58.87,74.91,61.61,48.31,0.4318,A2 回踩買點｜積極 66.62、回踩 61.61、保守 58.87,短線停損 61.61、波段停損 58.87、嚴格停損 58.87,第一賣點 74.91、第二賣點 83.79,,,,,,,,,5.05,,,,股票,73.4,73.8,65.0,66.62,61.61,58.87,,74.91,83.79,61.61,58.87,58.87,66.62,61.61,58.87,74.91,79.8,53.3,,63.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
